property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-42000480,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000224,S704-FLD-377,Vibration,CFIHOS-44000157,CFIHOS-30000805,alternating current motor,CFIHOS-40000901,first lateral critical speed,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,157,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000387,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000131,S703-FLD-328,General,CFIHOS-44000158,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,158,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000409,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000153,S703-FLD-351,General,CFIHOS-44000159,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,159,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000432,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000176,S704-FLD-318,General,CFIHOS-44000160,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,160,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000459,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000203,S704-FLD-351,General,CFIHOS-44000161,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,161,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000489,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000236,S733-FLD-83,Rating,CFIHOS-44000162,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,162,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000389,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000133,S703-FLD-330,Rating,CFIHOS-44000163,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,163,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000411,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000155,S703-FLD-353,Rating,CFIHOS-44000164,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,164,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000489,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000236,S733-FLD-83,Rating,CFIHOS-44000165,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,165,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000498,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000245,S733-FLD-94,Bearings,CFIHOS-44000166,CFIHOS-30000805,alternating current motor,CFIHOS-40001384,grease specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,166,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000452,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000196,S704-FLD-343,Air-to-water heat exchanger,CFIHOS-44000167,CFIHOS-30000805,alternating current motor,CFIHOS-40001349,heat exchanger tubing material specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,167,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000479,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000223,S704-FLD-376,Air-to-water heat exchanger,CFIHOS-44000168,CFIHOS-30000805,alternating current motor,CFIHOS-40001349,heat exchanger tubing material specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,168,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000452,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000196,S704-FLD-343,Air-to-water heat exchanger,CFIHOS-44000169,CFIHOS-30000805,alternating current motor,CFIHOS-40000907,hot air temperature at rated power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,169,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000479,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000223,S704-FLD-376,Air-to-water heat exchanger,CFIHOS-44000170,CFIHOS-30000805,alternating current motor,CFIHOS-40000907,hot air temperature at rated power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,170,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000390,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000134,S703-FLD-331,Site conditions,CFIHOS-44000171,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,171,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000412,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000156,S703-FLD-354,Site conditions,CFIHOS-44000172,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,172,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000173,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,173,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000174,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,174,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000398,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000142,S703-FLD-339,Fan,CFIHOS-44000175,CFIHOS-30000805,alternating current motor,CFIHOS-40001193,impeller material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,175,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000419,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000163,S703-FLD-362,Fan,CFIHOS-44000176,CFIHOS-30000805,alternating current motor,CFIHOS-40001193,impeller material,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,176,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000462,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000206,S704-FLD-355,Electrical operating conditions,CFIHOS-44000177,CFIHOS-30000805,alternating current motor,CFIHOS-40001362,impulse voltage insulation class,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,177,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000462,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000206,S704-FLD-355,Electrical operating conditions,CFIHOS-44000178,CFIHOS-30000805,alternating current motor,CFIHOS-40001363,impulse voltage repetition rate,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,178,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000462,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000206,S704-FLD-355,Electrical operating conditions,CFIHOS-44000179,CFIHOS-30000805,alternating current motor,CFIHOS-40000912,impulse voltage rise time,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,179,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000390,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000134,S703-FLD-331,Site conditions,CFIHOS-44000180,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,180,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000399,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000143,S703-FLD-340,Terminal box,CFIHOS-44000181,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,181,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000412,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000156,S703-FLD-354,Site conditions,CFIHOS-44000182,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,182,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000420,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000164,S703-FLD-363,Terminal box,CFIHOS-44000183,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,183,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000184,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,184,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000442,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000186,S704-FLD-331,Terminal boxes (general),CFIHOS-44000185,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,185,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000186,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,186,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000469,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000213,S704-FLD-364,Terminal boxes (general),CFIHOS-44000187,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,187,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000495,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000242,S733-FLD-90,Motor construction,CFIHOS-44000188,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,188,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000497,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000244,S733-FLD-93,Main terminal box,CFIHOS-44000189,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,189,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000400,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000144,S703-FLD-341,Bearings,CFIHOS-44000190,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,190,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000421,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000165,S703-FLD-364,Bearings,CFIHOS-44000191,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,191,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000450,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000194,S704-FLD-339,Rolling element bearings,CFIHOS-44000192,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,192,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000477,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000221,S704-FLD-372,Rolling element bearings,CFIHOS-44000193,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,193,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000399,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000143,S703-FLD-340,Terminal box,CFIHOS-44000194,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,194,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000420,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000164,S703-FLD-363,Terminal box,CFIHOS-44000195,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,195,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000443,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000187,S704-FLD-332,Line conductor terminal box,CFIHOS-44000196,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,196,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000445,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000189,S704-FLD-334,Space heater terminal box,CFIHOS-44000197,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,197,source_reference_record,source_reference_record_unreviewed
