item_no,description,unit,rate,currency,raw_line,page,line,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
4.6.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Metre,2793,INR,4.6.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Metre 2793 ,40,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.14,600 mm width X 75 mm depth X 2.0 mm thickness,Metre,2111,INR,4.6.14 600 mm width X 75 mm depth X 2.0 mm thickness Metre 2111 ,41,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.15,750 mm width X 75 mm depth X 2.0 mm thickness,Metre,2441,INR,4.6.15 750 mm width X 75 mm depth X 2.0 mm thickness Metre 2441 ,41,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.6.16,900 mm width X 75 mm depth X 2.0 mm thickness,Metre,2799,INR,4.6.16 900 mm width X 75 mm depth X 2.0 mm thickness Metre 2799 ,41,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1252,INR,4.7.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1252 ,41,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1368,INR,4.7.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1368 ,41,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,1811,INR,4.7.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 1811 ,41,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,1977,INR,4.7.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 1977 ,41,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,2580,INR,4.7.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 2580 ,41,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,2844,INR,4.7.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 2844 ,41,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,3985,INR,4.7.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 3985 ,41,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2537,INR,4.7.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2537 ,41,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2946,INR,4.7.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 2946 ,41,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3460,INR,4.7.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 3460 ,41,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3966,INR,4.7.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 3966 ,41,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5122,INR,4.7.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Each 5122 ,41,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5932,INR,4.7.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 5932 ,41,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,4383,INR,4.7.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 4383 ,41,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,5156,INR,4.7.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 5156 ,41,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.7.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,5957,INR,4.7.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 5957 ,41,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1427,INR,4.8.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1427 ,42,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1486,INR,4.8.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1486 ,42,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,2097,INR,4.8.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 2097 ,42,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,2294,INR,4.8.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 2294 ,42,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,3012,INR,4.8.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 3012 ,42,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,3324,INR,4.8.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 3324 ,42,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,4687,INR,4.8.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 4687 ,42,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2965,INR,4.8.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2965 ,42,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3505,INR,4.8.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 3505 ,42,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,4038,INR,4.8.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 4038 ,42,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5084,INR,4.8.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 5084 ,42,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.12,750 mm width X 62.5 mm depth X 2.0 mm thickness,Each,6014,INR,4.8.12 750 mm width X 62.5 mm depth X 2.0 mm thickness Each 6014 ,42,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,6984,INR,4.8.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 6984 ,42,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,5137,INR,4.8.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 5137 ,42,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,6061,INR,4.8.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 6061 ,42,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.8.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,7013,INR,4.8.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 7013 ,42,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1427,INR,4.9.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1427 ,42,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,1486,INR,4.9.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 1486 ,43,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,2117,INR,4.9.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 2117 ,43,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,2513,INR,4.9.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 2513 ,43,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,3289,INR,4.9.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 3289 ,43,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,3770,INR,4.9.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 3770 ,43,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,4702,INR,4.9.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 4702 ,43,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,2972,INR,4.9.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 2972 ,43,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3448,INR,4.9.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 3448 ,43,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,4044,INR,4.9.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 4044 ,43,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5000,INR,4.9.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 5000 ,43,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.12,750mm width X 62.5 mm depth X 2 mm thickness,Each,6014,INR,4.9.12 750mm width  X 62.5 mm depth  X 2 mm thickness Each 6014 ,43,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,6984,INR,4.9.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 6984 ,43,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,5140,INR,4.9.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 5140 ,43,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,4505,INR,4.9.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 4505 ,43,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.9.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,5197,INR,4.9.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 5197 ,43,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.1,100 mm width X 50 mm depth X 1.6 mm thickness,Each,1771,INR,4.10.1 100 mm width X 50 mm depth X 1.6 mm thickness Each 1771 ,43,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.2,150 mm width X 50 mm depth X 1.6 mm thickness,Each,2049,INR,4.10.2 150 mm width X 50 mm depth X 1.6 mm thickness Each 2049 ,43,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.3,225 mm width X 50 mm depth X 1.6 mm thickness,Each,2572,INR,4.10.3 225 mm width X 50 mm depth X 1.6 mm thickness Each 2572 ,43,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.4,300 mm width X 50 mm depth X 1.6 mm thickness,Each,2991,INR,4.10.4 300 mm width X 50 mm depth X 1.6 mm thickness Each 2991 ,43,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.5,375 mm width X 50 mm depth X 2.0 mm thickness,Each,3624,INR,4.10.5 375 mm width X 50 mm depth X 2.0 mm thickness Each 3624 ,43,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.6,450 mm width X 50 mm depth X 2.0 mm thickness,Each,3929,INR,4.10.6 450 mm width X 50 mm depth X 2.0 mm thickness Each 3929 ,44,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.7,600 mm width X 50 mm depth X 2.0 mm thickness,Each,5418,INR,4.10.7 600 mm width X 50 mm depth X 2.0 mm thickness Each 5418 ,44,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.8,300 mm width X 62.5 mm depth X 2.0 mm thickness,Each,3583,INR,4.10.8 300 mm width X 62.5 mm depth X 2.0 mm thickness Each 3583 ,44,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.9,375 mm width X 62.5 mm depth X 2.0 mm thickness,Each,4178,INR,4.10.9 375 mm width X 62.5 mm depth X 2.0 mm thickness Each 4178 ,44,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.10,450 mm width X 62.5 mm depth X 2.0 mm thickness,Each,5000,INR,4.10.10 450 mm width X 62.5 mm depth X 2.0 mm thickness Each 5000 ,44,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.11,600 mm width X 62.5 mm depth X 2.0 mm thickness,Each,6291,INR,4.10.11 600 mm width X 62.5 mm depth X 2.0 mm thickness Each 6291 ,44,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.12,750mm width X 62.5 mm depth X 2 mm thickness,Each,6758,INR,4.10.12 750mm width  X 62.5 mm depth  X 2 mm thickness Each 6758 ,44,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.13,900 mm width X 62.5 mm depth X 2.0 mm thickness,Each,7826,INR,4.10.13 900 mm width X 62.5 mm depth X 2.0 mm thickness Each 7826 ,44,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.14,600 mm width X 75 mm depth X 2.0 mm thickness,Each,5567,INR,4.10.14 600 mm width X 75 mm depth X 2.0 mm thickness Each 5567 ,44,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.15,750 mm width X 75 mm depth X 2.0 mm thickness,Each,6842,INR,4.10.15 750 mm width X 75 mm depth X 2.0 mm thickness Each 6842 ,44,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
4.10.16,900 mm width X 75 mm depth X 2.0 mm thickness,Each,7912,INR,4.10.16 900 mm width X 75 mm depth X 2.0 mm thickness Each 7912 ,44,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
7.4.1,1 output per phase and suitable for single phase supply,Each,4673,INR,7.4.1 1 output per phase and suitable for single phase supply Each 4673 ,48,83,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
7.4.2,2 output per phase and suitable for single phase supply,Each,9029,INR,7.4.2 2 output per phase and suitable for single phase supply Each 9029 ,48,84,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
7.4.3,3output(1output per phase) and suitable for three phase supply,Each,11161,INR,7.4.3 3output(1output per phase) and suitable for three phase supply Each 11161 ,48,85,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.1,5 - 7 watt,Each,542,INR,8.1.1 5 - 7 watt Each 542 ,49,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.2,8 - 10 watt,Each,624,INR,8.1.2 8 - 10 watt Each 624 ,49,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.3,12 -15 watt,Each,715,INR,8.1.3 12 -15 watt Each 715 ,49,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.4,18 watt,Each,920,INR,8.1.4 18 watt Each 920 ,49,41,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.5,22 watt,Each,942,INR,8.1.5 22 watt Each 942 ,49,42,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.1.6,30 watt,Each,1439,INR,8.1.6 30 watt Each 1439 ,50,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.1,5 - 7 watt,Each,542,INR,8.2.1 5 - 7 watt Each  542 ,50,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.2,8 - 10 watt,Each,624,INR,8.2.2 8 - 10 watt Each  624 ,50,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.3,12 -15 watt,Each,715,INR,8.2.3 12 -15 watt Each  715 ,50,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.4,18 watt,Each,942,INR,8.2.4 18 watt Each  942 ,50,41,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.5,22 watt,Each,967,INR,8.2.5 22 watt Each  967 ,50,42,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
8.2.6,30 watt,Each,1539,INR,8.2.6 30 watt Each  1539 ,51,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
